Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
Winslow Memorial Hospital d/b/a Little Colorado Medical Center,AZ,Healthcare Provider,604.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Phelps County Regional Medical Center d/b/a Phelps Health,MO,Healthcare Provider,12602.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
"Center for Sight, Inc.",MA,Healthcare Provider,41041.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Alabama Eye & Cataract, P.C.",AL,Healthcare Provider,25900.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Yale New Haven Hospital,CT,Healthcare Provider,19496.0,2022,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
ARC Industries Inc. of Franklin County,OH,Healthcare Provider,22011.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Aloha Laser Vision,HI,Healthcare Provider,43263.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Help at Home,IL,Healthcare Provider,1905.0,2022,Improper Disposal,No,True,Improper disposal,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False
Sharper Vision P.A.,KS,Healthcare Provider,6891.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
Stokes Regional Eye Centers,SC,Healthcare Provider,266170.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
"Kernersville Eye Surgeons, P.C.",NC,Healthcare Provider,13412.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False
UNC Lenoir Health Care,NC,Healthcare Provider,5007.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
"Tosoh America, Inc.",OH,Health Plan,880.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False
"New Schryver, LLC d/b/a/ TridentCare",MD,Healthcare Provider,6190.0,2022,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
City of Cincinnati Health Plan,OH,Health Plan,9769.0,2022,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
Long Vision Center dba Texoma Eye Associates,TX,Healthcare Provider,29237.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
"Carolina Eyecare Physicians, LLC",SC,Healthcare Provider,68739.0,2022,Hacking/IT Incident,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
Liberty Healthcare Group,NC,Healthcare Provider,2191.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
Mason Tenders’ District Council Welfare Fund,NY,Health Plan,13344.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Baptist Medical Center,TX,Healthcare Provider,1608549.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"The Vicksburg Clinic, LLC",MS,Healthcare Provider,744.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
Resolute Health Hospital,TX,Healthcare Provider,59022.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
UW Medicine,WA,Healthcare Provider,763.0,2022,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
"Sight Partners Physicians, P.C.",WA,Healthcare Provider,86101.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Cherry Creek Eye Physicians and Surgeons, P.C.",CO,Healthcare Provider,17732.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
"DialAmerica Marketing, Inc.",NJ,Business Associate,19769.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Lori A. Harkins MD, P.C. dba Harkins Eye Clinic",NE,Healthcare Provider,23993.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
"MCG Health, LLC",WA,Business Associate,793283.0,2022,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bayshore Brightwaters Rescue Ambulance, Inc.",NY,Healthcare Provider,679.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
"Precision Eye Care, Ltd.",MO,Healthcare Provider,58462.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Yuma Regional Medical Center,AZ,Healthcare Provider,738145.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"90 Degree Benefits, Inc.",WI,Business Associate,172450.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
"Christiana Spine Center, PA",DE,Healthcare Provider,3500.0,2022,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heartland Healthcare Services,OH,Healthcare Provider,2763.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Chesapeake Eye Center PA,MD,Healthcare Provider,32770.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Southern Ohio Medical Center,OH,Healthcare Provider,1333.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
CLARENDON HEALTH AND WELLNESS CENTER,SC,Healthcare Provider,3297.0,2022,Theft,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
Orangeburg Eye Center,SC,Healthcare Provider,9000.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Central Florida Inpatient Medicine,FL,Healthcare Provider,19625.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False
"Bergen's Promise, Inc.",NJ,Business Associate,7349.0,2022,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
Atrium Health at Home,NC,Healthcare Provider,6695.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False
Texas Tech University Health Sciences Center,TX,Healthcare Provider,1290104.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Grandview Medical Center,AL,Healthcare Provider,1126.0,2022,Theft,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
"Memorial Community Health, Inc.",NE,Healthcare Provider,1658.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
Spectrum Eye Physicians,CA,Healthcare Provider,175000.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Priority Health,MI,Health Plan,795.0,2022,Loss,No,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
McCoy Vision Center,AL,Healthcare Provider,33930.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Kaiser Foundation Health Plan of Washington,WA,Healthcare Provider,69589.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Clinivate LLC,CA,Business Associate,77652.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False
The Rothman Orthopaedic Institute,PA,Healthcare Provider,874.0,2022,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"TOTS, Inc. dba Kiddos' Clubhouse",GA,Healthcare Provider,1868.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
University of Kansas Health System - Great Bend Campus,KS,Healthcare Provider,926.0,2022,Improper Disposal,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Smile Solutions,WA,Healthcare Provider,8000.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Burman & Zuckerbrod Ophthalmology Associates, P.C.",MI,Healthcare Provider,1337.0,2022,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fishman Vision,CA,Healthcare Provider,2646.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
"Allied Urological Services, LLC",NY,Business Associate,50640.0,2022,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"Associated Ophthalmologists of Kansas City, P.C.",MO,Healthcare Provider,13461.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Virginia Mason Medical Center,WA,Healthcare Provider,1523.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
AU Health,GA,Healthcare Provider,49623.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
Shoreline Eye Group,CT,Healthcare Provider,57047.0,2022,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sylvester Eye Care,OK,Healthcare Provider,19377.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Platinum Hospitalists LLP,NV,Healthcare Provider,5535.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"Shields Health Care Group, Inc.",MA,Business Associate,2380483.0,2022,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Finkelstein Eye Associates,IL,Healthcare Provider,48587.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
Virginia Commonwealth University Health System,VA,Healthcare Provider,4441.0,2022,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
University of Chicago Medical Center,IL,Healthcare Provider,2568.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BJC Health System,MO,Business Associate,500.0,2022,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Stephen Sims, MD, PA dba North Lakes Pain Consultants",TX,Healthcare Provider,8620.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Capsule,NY,Healthcare Provider,27625.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
John Knox Village of Florida,FL,Healthcare Provider,5000.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
NLB Corporation,MI,Health Plan,1943.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
Aon PLC,IL,Business Associate,129682.0,2022,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
"Comstar, LLC",MA,Business Associate,68957.0,2022,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fred Hutchinson Cancer Center,WA,Healthcare Provider,89111.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"Moyes Eye Center, PC",MO,Healthcare Provider,38000.0,2022,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
The Multiple Sclerosis Center of Atlanta,GA,Healthcare Provider,2820.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
"Family Health Care, Inc",KS,Healthcare Provider,33619.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Val Verde Regional Medical Center (“VVRMC”),TX,Healthcare Provider,86562.0,2022,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Allwell Behavioral Health Services,OH,Healthcare Provider,29972.0,2022,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
Washington University School of Medicine,MO,Health Plan,500.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Creative Hospice Care, Inc. dba Homestead Hospice & Palliative Care",GA,Healthcare Provider,28332.0,2022,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
